"Iran, Islamic Rep.",IRN,-1.42,0.31,4.00,7.07,1.63,19.02,-1.62,0.33,4.00,5.98,0.54,14.67,-1.64,0.31,4.00,5.98,1.09,14.67,-1.32,0.23,5.00,8.11,3.24,18.92,-1.23,0.20,5.00,10.81,3.24,18.92,-1.27,0.20,6.00,8.96,3.98,17.91,-1.17,0.17,6.00,11.76,6.37,20.59,-1.42,0.20,7.00,6.86,2.45,14.71,-1.60,0.21,7.00,3.88,2.43,9.22,-1.61,0.21,7.00,2.91,2.43,7.77,-1.71,0.21,6.00,2.87,1.91,6.22,-1.71,0.20,7.00,2.87,1.91,6.22,-1.52,0.19,8.00,4.74,2.37,9.48,-1.43,0.21,8.00,7.11,2.37,12.80,-1.49,0.21,8.00,6.16,1.90,11.85,-1.46,0.22,8.00,5.29,2.40,11.54,-1.34,0.20,9.00,6.67,3.33,13.81,-1.25,0.21,9.00,8.57,4.29,17.14,-1.22,0.20,9.00,10.48,4.76,16.67,-1.40,0.20,9.00,7.14,3.33,11.43,-1.44,0.20,9.00,6.67,3.33,10.00,-1.49,0.21,8.00,6.67,3.81,10.48,-1.63,0.22,7.00,4.76,2.38,8.57,-1.59,0.23,6.00,4.25,2.36,9.91
Iraq,IRQ,-2.15,0.31,4.00,1.09,0.00,4.89,-2.20,0.33,4.00,0.00,0.00,4.89,-2.17,0.31,4.00,0.54,0.00,4.89,-2.00,0.24,4.00,1.08,0.00,4.86,-1.45,0.20,4.00,5.95,1.62,14.59,-1.65,0.21,4.00,3.48,1.00,7.46,-1.54,0.18,4.00,4.90,1.47,9.80,-1.40,0.22,4.00,7.35,2.45,15.20,-1.32,0.24,4.00,7.77,2.43,18.45,-1.15,0.24,4.00,12.62,3.40,22.82,-1.01,0.22,5.00,16.75,6.22,27.27,-1.03,0.22,5.00,16.75,6.22,26.79,-1.01,0.22,5.00,17.06,7.11,28.44,-1.14,0.23,6.00,12.32,4.74,24.64,-1.13,0.23,6.00,13.27,5.21,24.64,-1.13,0.24,6.00,10.58,4.33,25.96,-1.15,0.24,6.00,11.43,4.29,25.24,-0.99,0.24,6.00,13.81,6.19,28.57,-1.11,0.23,6.00,10.95,5.24,25.71,-1.06,0.23,6.00,11.90,6.19,26.19,-1.10,0.23,6.00,10.95,6.19,25.24,-1.34,0.25,5.00,9.05,3.81,14.76,-1.13,0.26,4.00,11.90,4.76,26.19,-1.18,0.27,4.00,11.79,3.77,22.17
Iceland,ISL,1.25,0.30,5.00,86.41,72.28,96.74,1.30,0.30,5.00,90.22,73.37,97.28,1.55,0.25,5.00,93.48,84.78,98.91,1.51,0.25,5.00,91.35,82.70,100.00,1.63,0.21,5.00,94.59,86.49,100.00,1.61,0.24,5.00,94.03,86.57,100.00,1.60,0.18,5.00,94.61,87.75,100.00,1.53,0.22,6.00,93.14,84.31,99.51,1.51,0.23,6.00,92.72,84.47,99.03,1.31,0.24,6.00,87.86,78.16,96.12,1.01,0.25,5.00,79.90,69.38,91.39,0.92,0.25,6.00,78.47,66.51,86.60,1.05,0.25,6.00,80.57,72.51,91.94,1.11,0.24,7.00,82.46,73.46,91.00,1.13,0.24,7.00,83.89,72.99,91.94,1.21,0.25,7.00,87.02,76.44,91.83,1.26,0.24,7.00,86.19,77.14,92.86,1.27,0.25,7.00,86.67,76.19,92.38,1.42,0.24,7.00,90.48,80.95,96.67,1.41,0.24,7.00,90.48,80.95,97.14,1.36,0.24,7.00,90.00,77.62,96.19,1.44,0.26,6.00,91.43,81.43,99.05,1.53,0.26,6.00,91.90,83.33,99.52,1.31,0.26,6.00,88.21,77.36,96.70
Israel,ISR,1.08,0.28,6.00,83.15,69.57,93.48,1.05,0.27,6.00,84.24,70.11,94.02,1.08,0.23,6.00,82.61,71.20,92.39,0.92,0.23,6.00,76.22,67.57,87.03,0.91,0.20,6.00,74.05,65.95,86.49,0.82,0.21,6.00,76.12,65.67,83.08,0.86,0.17,6.00,73.04,66.18,83.33,1.00,0.21,7.00,79.41,70.10,88.73,1.10,0.22,7.00,83.98,72.33,91.26,1.17,0.23,7.00,84.95,74.27,93.20,1.10,0.22,7.00,82.78,73.21,92.82,1.21,0.24,7.00,84.69,75.60,93.78,1.31,0.23,7.00,87.20,77.73,95.73,1.17,0.24,7.00,85.78,74.41,94.31,1.16,0.24,7.00,85.78,73.93,92.42,1.21,0.25,7.00,86.54,76.44,91.83,1.26,0.24,7.00,85.71,77.14,92.86,1.30,0.25,7.00,87.62,79.05,93.81,1.26,0.24,7.00,87.14,78.57,93.33,1.24,0.24,7.00,86.19,77.14,93.81,1.27,0.24,7.00,87.14,75.71,94.76,1.23,0.26,6.00,86.19,74.76,94.76,1.20,0.26,6.00,84.76,73.33,94.29,1.21,0.26,6.00,86.32,75.47,94.81
Italy,ITA,0.86,0.28,6.00,76.09,64.67,88.59,0.71,0.27,6.00,72.28,61.41,85.87,0.79,0.23,6.00,76.63,65.22,85.87,0.90,0.23,6.00,75.68,67.57,87.03,1.04,0.20,6.00,80.00,71.89,88.65,1.08,0.21,6.00,81.09,72.14,89.05,1.00,0.17,6.00,78.43,70.10,87.75,0.98,0.21,7.00,78.92,70.10,88.24,0.94,0.22,7.00,78.16,67.48,86.89,0.97,0.23,7.00,79.13,66.99,87.86,0.97,0.22,7.00,78.47,69.38,87.56,0.89,0.24,7.00,77.51,66.99,85.17,0.71,0.22,8.00,74.88,62.09,81.04,0.74,0.23,8.00,74.41,63.51,82.46,0.78,0.22,8.00,74.88,64.93,84.36,0.64,0.23,8.00,71.15,61.54,80.77,0.71,0.22,8.00,73.81,64.29,80.48,0.70,0.23,8.00,73.81,64.76,82.86,0.69,0.22,8.00,74.76,65.71,81.43,0.72,0.22,8.00,75.24,64.29,81.90,0.94,0.22,8.00,77.14,71.90,87.62,0.49,0.23,7.00,68.10,56.19,76.19,0.53,0.23,7.00,68.57,57.62,77.62,0.51,0.23,7.00,68.87,54.72,77.36
Jamaica,JAM,0.20,0.31,4.00,62.50,41.30,71.74,0.22,0.33,4.00,60.87,35.87,72.83,0.20,0.26,5.00,59.78,41.30,69.57,0.24,0.22,6.00,61.08,50.27,68.65,0.21,0.19,6.00,61.08,52.97,65.95,0.15,0.20,7.00,58.71,48.26,65.67,0.17,0.17,7.00,58.33,51.47,62.75,0.22,0.20,7.00,57.35,50.98,66.67,0.27,0.21,7.00,59.71,51.94,68.93,0.25,0.21,7.00,58.74,51.94,66.99,0.22,0.20,7.00,58.37,50.72,68.42,0.23,0.20,7.00,58.85,50.72,67.94,0.25,0.19,8.00,58.77,51.66,69.19,0.18,0.20,9.00,57.35,46.45,67.77,0.18,0.20,9.00,57.82,46.92,67.30,0.07,0.21,9.00,53.85,44.23,65.38,0.02,0.20,9.00,52.86,43.81,64.29,0.10,0.21,9.00,57.14,43.81,66.19,0.06,0.21,8.00,56.67,40.95,66.19,0.13,0.21,8.00,60.95,45.24,68.10,0.08,0.20,8.00,59.05,43.33,65.24,0.04,0.22,6.00,54.76,39.52,63.81,0.18,0.22,6.00,59.52,46.19,71.43,0.19,0.23,6.00,58.96,44.34,70.75
Jordan,JOR,0.02,0.29,5.00,55.43,30.43,65.76,0.34,0.30,5.00,64.13,47.28,73.91,0.27,0.26,5.00,63.04,47.28,72.83,0.02,0.22,6.00,55.68,41.08,63.24,0.19,0.18,7.00,59.46,52.97,65.95,0.29,0.19,8.00,63.18,53.23,68.66,0.08,0.16,8.00,55.39,49.02,60.29,0.33,0.19,9.00,60.78,54.41,70.10,0.32,0.20,9.00,61.17,52.43,70.39,0.34,0.19,9.00,62.14,53.40,69.90,0.28,0.19,9.00,61.24,52.15,69.38,0.23,0.19,9.00,57.89,51.67,66.99,0.31,0.19,9.00,61.14,53.55,70.62,0.23,0.18,11.00,58.29,51.66,67.77,0.17,0.18,11.00,57.35,47.39,66.35,0.10,0.18,11.00,55.29,48.08,65.38,0.10,0.18,11.00,56.19,45.71,65.71,0.07,0.18,11.00,56.67,43.81,65.71,0.08,0.19,10.00,57.62,43.33,66.19,0.03,0.19,10.00,56.67,41.43,63.81,0.03,0.19,10.00,57.14,42.86,63.81,0.25,0.20,9.00,60.48,49.52,71.90,0.13,0.21,8.00,57.62,45.71,67.14,0.16,0.21,8.00,57.08,43.87,68.40
Japan,JPN,0.77,0.28,6.00,72.83,64.13,85.33,0.55,0.27,6.00,68.48,54.89,78.80,0.80,0.23,6.00,77.72,65.22,85.87,0.50,0.23,6.00,65.95,57.30,72.97,1.07,0.20,6.00,80.54,71.89,88.65,1.13,0.21,6.00,82.59,74.13,91.04,1.26,0.17,6.00,86.27,77.94,92.65,1.26,0.21,7.00,86.76,76.96,94.61,1.13,0.22,7.00,84.95,72.33,92.23,1.13,0.23,7.00,83.01,73.79,92.72,1.10,0.22,7.00,82.30,73.21,92.34,1.02,0.24,7.00,80.86,70.81,89.95,1.07,0.22,8.00,81.52,74.88,91.00,1.14,0.23,8.00,84.36,74.41,91.00,1.11,0.22,8.00,82.94,73.46,91.00,1.14,0.23,8.00,83.65,75.48,91.83,1.20,0.22,8.00,84.76,77.14,91.90,1.42,0.23,8.00,90.48,81.90,95.71,1.36,0.22,8.00,90.00,80.48,94.29,1.33,0.22,8.00,89.05,80.95,93.81,1.31,0.22,8.00,88.57,77.14,94.76,1.35,0.23,7.00,89.52,80.48,95.71,1.37,0.23,7.00,90.00,81.43,96.67,1.44,0.23,7.00,91.51,82.08,97.17
Kazakhstan,KAZ,-0.33,0.32,3.00,38.59,21.20,61.96,-0.41,0.29,5.00,32.61,18.48,54.35,-0.61,0.24,7.00,26.63,15.22,41.30,-0.69,0.22,7.00,25.95,14.59,41.08,-0.40,0.18,7.00,40.54,24.32,52.97,-0.47,0.19,8.00,34.33,20.90,48.26,-0.28,0.16,9.00,46.57,30.88,53.43,-0.34,0.18,10.00,42.65,26.47,53.92,-0.35,0.19,10.00,40.78,25.24,51.94,-0.29,0.18,11.00,46.12,29.61,53.40,-0.27,0.18,10.00,44.98,31.10,53.11,-0.28,0.18,10.00,42.58,31.10,53.11,-0.24,0.17,10.00,45.02,33.18,54.03,-0.39,0.18,11.00,38.39,27.49,50.24,-0.38,0.18,11.00,38.86,27.01,49.76,-0.24,0.19,11.00,46.63,31.73,53.37,-0.09,0.19,11.00,49.52,39.05,60.95,-0.16,0.19,10.00,47.14,34.29,60.00,0.15,0.20,9.00,60.95,45.71,70.00,0.09,0.20,9.00,59.05,43.81,67.14,0.11,0.20,9.00,60.48,44.76,65.24,0.11,0.21,8.00,56.67,42.86,65.24,0.08,0.21,8.00,55.71,43.33,65.24,-0.01,0.21,8.00,52.83,39.15,62.26
Kenya,KEN,-0.31,0.31,4.00,39.13,22.83,61.96,-0.26,0.33,4.00,40.76,21.74,61.41,-0.39,0.31,4.00,34.78,17.39,58.15,-0.18,0.23,5.00,46.49,33.51,60.54,-0.33,0.19,6.00,44.86,26.49,55.14,-0.27,0.17,8.00,44.78,29.35,54.23,-0.29,0.15,9.00,45.59,31.86,52.45,-0.24,0.16,10.00,48.53,33.33,54.41,-0.32,0.16,10.00,42.23,28.64,51.94,-0.28,0.16,10.00,46.60,32.52,53.40,-0.18,0.15,10.00,47.85,35.89,54.55,-0.14,0.15,10.00,48.80,38.76,54.55,-0.24,0.15,11.00,44.08,33.18,53.55,-0.32,0.17,11.00,41.23,29.86,52.61,-0.33,0.17,11.00,41.71,29.86,51.66,-0.35,0.17,11.00,39.90,29.33,49.52,-0.37,0.16,11.00,40.48,28.10,48.57,-0.36,0.16,11.00,40.00,28.10,50.00,-0.28,0.16,11.00,40.95,30.48,53.33,-0.27,0.16,11.00,42.38,32.38,52.86,-0.34,0.16,11.00,40.00,30.48,49.52,-0.52,0.17,10.00,32.86,22.38,42.38,-0.46,0.16,10.00,35.71,24.76,46.19,-0.38,0.17,10.00,39.15,26.42,48.11
Kyrgyz Republic,KGZ,-0.30,0.36,2.00,41.85,21.20,62.50,-0.19,0.33,3.00,43.48,22.83,64.13,-0.23,0.31,4.00,41.30,21.74,63.04,-0.14,0.26,5.00,49.73,33.51,61.62,-0.41,0.21,5.00,40.00,22.70,52.97,-0.39,0.22,6.00,39.30,21.89,52.74,-1.01,0.17,9.00,16.67,9.80,24.51,-0.66,0.19,10.00,25.98,17.65,41.67,-0.42,0.18,10.00,36.89,22.33,50.97,-0.35,0.17,10.00,42.72,28.64,52.43,-0.33,0.16,10.00,40.67,29.67,51.67,-0.26,0.16,10.00,43.54,33.01,53.11,-0.22,0.15,11.00,45.50,33.65,53.55,-0.34,0.16,11.00,40.76,29.38,50.24,-0.33,0.17,11.00,42.18,29.86,51.66,-0.45,0.18,11.00,34.62,25.48,48.56,-0.54,0.18,11.00,33.33,23.81,44.29,-0.39,0.18,10.00,39.52,26.67,50.95,-0.38,0.19,9.00,37.62,27.14,50.00,-0.40,0.20,9.00,36.67,25.24,49.52,-0.39,0.20,9.00,37.62,25.71,49.52,-0.45,0.21,9.00,36.67,21.90,48.10,-0.63,0.20,9.00,30.48,14.76,41.43,-0.63,0.20,9.00,28.77,16.51,40.57
Cambodia,KHM,-0.23,0.32,3.00,46.20,23.37,63.04,-0.16,0.34,3.00,46.20,22.83,64.67,-0.16,0.31,3.00,46.20,24.46,64.67,-0.20,0.25,4.00,45.95,29.19,60.54,-0.42,0.21,4.00,38.38,21.62,52.97,-0.46,0.22,5.00,35.82,20.40,50.25,-0.53,0.17,8.00,31.37,22.55,48.04,-0.62,0.19,9.00,27.94,18.63,44.61,-0.49,0.19,9.00,33.50,21.84,50.00,-0.46,0.18,9.00,36.89,22.82,50.49,-0.50,0.17,9.00,33.49,23.92,45.45,-0.49,0.16,9.00,33.49,24.40,45.45,-0.59,0.16,10.00,30.33,21.80,39.81,-0.36,0.17,10.00,39.81,28.91,50.24,-0.35,0.17,10.00,40.28,28.91,51.18,-0.44,0.19,10.00,35.58,25.48,49.04,-0.55,0.19,10.00,32.86,21.90,44.29,-0.49,0.19,10.00,33.81,21.43,46.67,-0.52,0.19,10.00,31.90,19.05,43.33,-0.54,0.19,10.00,31.43,17.14,44.76,-0.61,0.19,10.00,30.00,15.24,42.86,-0.66,0.21,9.00,30.00,13.33,40.48,-0.69,0.20,9.00,26.67,12.86,39.52,-0.71,0.20,9.00,25.00,15.57,39.15
Kiribati,KIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.25,0.32,1.00,45.77,20.90,62.19,-0.94,0.20,3.00,19.61,9.80,28.43,-1.01,0.27,3.00,16.67,5.88,29.90,-1.10,0.28,3.00,15.53,4.37,25.24,-1.17,0.23,4.00,11.17,3.40,21.36,-1.22,0.22,5.00,9.57,3.83,22.01,-1.32,0.21,5.00,7.18,3.35,18.66,-1.40,0.21,5.00,6.64,2.37,13.27,-1.33,0.23,5.00,8.53,2.37,19.43,-1.35,0.24,5.00,8.06,2.37,18.01,-0.93,0.27,5.00,17.31,7.21,33.17,-0.87,0.26,5.00,20.48,6.67,35.24,-0.82,0.28,5.00,21.43,7.62,39.52,-0.82,0.29,4.00,21.43,8.57,39.52,-0.66,0.30,4.00,28.57,9.52,45.71,-0.46,0.31,4.00,34.29,13.81,57.62,-0.43,0.34,4.00,37.14,13.81,57.14,-0.38,0.33,4.00,39.05,17.14,57.62,-0.26,0.31,4.00,42.92,21.23,60.38
St. Kitts and Nevis,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.11,0.30,2.00,57.71,40.80,68.66,1.32,0.21,2.00,89.22,77.94,99.02,1.29,0.30,2.00,87.75,73.04,98.04,1.05,0.35,2.00,82.52,66.02,94.66,1.15,0.38,1.00,84.47,66.02,96.60,1.15,0.41,1.00,83.73,65.07,99.52,1.14,0.46,1.00,83.25,63.64,100.00,1.12,0.46,1.00,83.41,62.09,98.58,1.08,0.50,1.00,81.52,59.72,99.05,1.08,0.50,1.00,81.99,61.14,99.05,0.53,0.51,1.00,69.23,41.83,89.42,0.71,0.36,2.00,73.33,56.19,88.57,0.71,0.36,2.00,74.76,57.62,87.62,0.54,0.35,2.00,70.95,52.38,81.90,0.50,0.36,2.00,69.52,48.57,81.90,0.49,0.35,2.00,68.57,49.05,82.38,0.51,0.37,2.00,69.05,48.57,83.33,0.54,0.36,2.00,70.95,50.95,83.33,0.58,0.36,2.00,71.70,52.83,84.43
"Korea, Rep.",KOR,0.45,0.28,6.00,65.22,53.80,76.63,0.32,0.27,6.00,62.50,48.37,72.28,0.57,0.23,6.00,68.48,58.70,79.35,0.75,0.21,7.00,72.43,63.24,82.70,0.72,0.18,7.00,71.89,64.32,78.92,0.79,0.19,7.00,75.12,65.67,81.09,0.81,0.16,7.00,72.06,65.20,79.41,0.72,0.19,8.00,72.06,63.73,79.90,0.92,0.20,8.00,77.67,67.48,86.41,0.73,0.20,8.00,72.82,62.62,81.55,0.85,0.19,8.00,75.12,68.42,84.21,0.92,0.20,8.00,77.99,69.38,85.17,0.98,0.19,9.00,79.15,73.46,86.73,0.87,0.20,9.00,76.78,68.25,86.26,0.99,0.20,9.00,79.62,72.04,88.15,1.13,0.21,9.00,83.17,75.96,90.87,1.10,0.20,9.00,82.38,75.24,91.43,1.10,0.20,9.00,83.81,75.24,91.43,1.09,0.20,9.00,81.90,75.71,90.00,1.09,0.20,9.00,82.86,75.24,90.48,1.06,0.20,9.00,82.38,74.29,90.00,1.02,0.21,8.00,81.90,72.86,90.00,1.09,0.21,8.00,83.33,73.33,90.00,1.15,0.21,8.00,83.96,75.47,91.51
Kuwait,KWT,0.31,0.31,4.00,64.13,46.20,74.46,-0.06,0.33,4.00,51.09,26.63,65.22,-0.05,0.31,4.00,51.63,27.72,65.22,0.33,0.25,5.00,63.24,53.51,71.35,0.38,0.22,4.00,64.32,56.22,71.89,0.56,0.23,4.00,68.16,60.20,78.61,0.47,0.17,6.00,64.22,58.33,71.08,0.29,0.20,7.00,59.31,53.92,69.61,0.26,0.21,7.00,58.74,51.46,67.96,0.17,0.21,7.00,57.77,50.00,66.02,0.15,0.20,7.00,56.46,48.33,65.07,0.16,0.20,7.00,55.98,46.89,66.51,0.08,0.20,7.00,54.50,42.65,63.98,-0.04,0.23,7.00,52.61,36.49,61.61,-0.07,0.22,7.00,50.71,36.02,61.61,-0.15,0.23,7.00,49.04,32.69,61.54,-0.19,0.22,7.00,46.19,31.43,59.05,-0.09,0.23,7.00,50.95,34.29,64.76,-0.08,0.22,7.00,49.05,33.81,64.29,0.01,0.22,7.00,54.76,38.57,64.29,0.05,0.22,7.00,58.10,41.43,65.24,0.27,0.24,6.00,61.43,46.67,72.86,0.16,0.24,6.00,58.10,44.29,71.43,0.21,0.23,7.00,60.38,44.81,71.70
Lao PDR,LAO,-1.04,0.36,2.00,15.22,4.89,30.43,-1.13,0.39,2.00,13.59,3.26,29.35,-1.34,0.37,2.00,9.78,2.72,21.74,-1.20,0.28,3.00,12.43,3.24,23.78,-1.35,0.23,3.00,8.11,2.16,17.84,-1.30,0.24,4.00,7.96,2.49,18.91,-1.34,0.18,6.00,7.84,2.94,15.69,-1.28,0.21,7.00,8.82,3.43,18.63,-1.19,0.21,7.00,11.17,4.37,19.90,-1.14,0.18,7.00,13.11,5.34,20.39,-1.07,0.17,8.00,13.88,6.22,23.44,-1.02,0.17,8.00,17.70,7.66,25.36,-0.98,0.17,8.00,18.48,9.00,26.07,-0.83,0.18,8.00,23.22,12.32,32.23,-0.86,0.18,9.00,22.75,11.37,31.28,-0.88,0.20,9.00,20.19,9.13,31.73,-0.85,0.20,9.00,22.38,10.00,33.81,-0.76,0.21,9.00,23.81,11.90,38.10,-0.75,0.20,9.00,24.29,11.90,34.76,-0.82,0.21,9.00,18.57,9.52,33.81,-0.76,0.21,9.00,22.38,10.48,36.67,-0.84,0.23,8.00,19.52,10.48,36.19,-0.91,0.22,8.00,17.62,9.05,32.38,-0.99,0.22,8.00,16.04,7.08,28.77
Lebanon,LBN,-0.41,0.31,4.00,34.78,17.93,58.70,-0.50,0.33,4.00,29.35,15.76,54.35,-0.49,0.31,4.00,30.43,15.22,54.89,-0.42,0.22,6.00,38.92,21.62,53.51,-0.15,0.20,5.00,51.89,37.30,58.92,-0.10,0.20,6.00,51.24,38.81,61.69,-0.18,0.17,6.00,50.49,36.27,55.88,-0.27,0.20,7.00,46.08,28.92,54.41,-0.34,0.21,7.00,41.26,24.27,52.43,-0.34,0.21,7.00,44.66,26.70,53.40,-0.10,0.20,7.00,51.20,35.89,57.89,0.02,0.19,8.00,53.59,42.11,62.20,-0.12,0.18,9.00,50.71,35.55,55.92,-0.14,0.20,9.00,47.39,34.12,57.35,-0.08,0.20,9.00,49.76,37.44,59.72,-0.30,0.21,9.00,42.31,28.37,53.37,-0.37,0.20,9.00,41.43,27.14,51.43,-0.42,0.21,9.00,38.10,23.81,50.95,-0.38,0.20,9.00,37.14,26.67,50.48,-0.45,0.20,9.00,34.76,22.86,48.57,-0.53,0.20,9.00,32.38,16.67,44.76,-0.77,0.21,8.00,23.81,10.95,37.14,-0.91,0.22,7.00,18.10,9.05,32.38,-1.13,0.23,6.00,13.68,4.72,21.70
Liberia,LBR,-1.83,0.37,2.00,2.17,0.00,10.87,-1.75,0.42,2.00,4.35,0.00,14.67,-1.73,0.40,2.00,4.89,0.00,14.67,-1.61,0.27,3.00,4.86,0.54,12.97,-1.63,0.22,3.00,3.24,1.08,8.65,-1.86,0.19,5.00,1.99,1.00,5.47,-1.59,0.16,5.00,3.92,1.47,8.33,-1.35,0.18,5.00,7.84,2.94,15.20,-1.11,0.19,4.00,14.56,6.31,21.84,-1.27,0.18,6.00,7.77,3.40,17.96,-1.18,0.16,8.00,11.00,6.22,20.57,-1.04,0.16,8.00,16.27,7.66,22.97,-1.08,0.16,9.00,12.80,7.58,22.27,-1.05,0.17,11.00,15.17,8.06,24.64,-0.92,0.17,11.00,20.85,9.95,28.91,-0.88,0.17,10.00,20.67,9.62,30.77,-0.90,0.16,11.00,18.57,10.00,28.10,-0.98,0.16,10.00,14.29,8.10,26.19,-0.98,0.17,10.00,14.76,9.05,26.67,-0.99,0.16,10.00,13.33,8.57,24.76,-1.01,0.16,9.00,12.38,8.57,23.81,-1.04,0.17,9.00,12.38,9.05,25.24,-0.96,0.16,9.00,14.76,9.52,26.19,-0.98,0.17,9.00,16.51,8.96,25.94
Libya,LBY,-1.74,0.31,4.00,3.80,0.54,10.87,-1.89,0.33,4.00,3.26,0.00,9.24,-1.77,0.31,4.00,4.35,0.00,10.33,-1.62,0.23,5.00,4.32,0.54,9.73,-1.51,0.20,5.00,3.78,1.62,11.35,-1.36,0.21,5.00,7.46,2.49,15.92,-1.49,0.17,5.00,5.88,1.96,10.78,-1.46,0.21,5.00,5.88,2.45,13.24,-1.11,0.22,6.00,15.05,4.85,22.33,-1.09,0.22,6.00,16.02,4.37,23.30,-1.19,0.20,7.00,10.53,4.78,22.01,-1.30,0.20,7.00,7.66,3.35,18.66,-1.43,0.21,6.00,6.16,2.37,12.32,-1.62,0.23,7.00,2.84,1.42,9.00,-1.75,0.22,7.00,2.37,1.42,6.64,-2.10,0.23,7.00,0.96,0.00,3.37,-2.25,0.23,6.00,0.48,0.00,2.38,-2.22,0.25,5.00,0.48,0.00,2.86,-2.15,0.23,6.00,1.43,0.00,3.33,-2.22,0.23,6.00,0.95,0.00,2.86,-2.30,0.22,6.00,0.95,0.00,2.86,-2.22,0.25,5.00,0.95,0.00,3.81,-1.97,0.26,4.00,2.86,0.00,4.76,-2.09,0.27,4.00,1.42,0.00,3.77
St. Lucia,LCA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.15,0.30,2.00,59.20,43.28,69.65,1.26,0.20,3.00,86.76,76.96,93.63,1.13,0.27,3.00,84.31,71.08,93.63,0.77,0.29,3.00,73.30,60.19,86.41,0.43,0.25,3.00,65.05,53.40,75.24,0.50,0.26,3.00,66.51,54.55,77.51,0.35,0.25,3.00,63.64,51.67,75.12,0.44,0.26,3.00,64.45,53.55,76.30,0.31,0.26,4.00,61.14,48.82,73.46,0.29,0.27,4.00,62.09,46.92,72.99,0.27,0.27,4.00,62.02,48.08,73.08,0.31,0.24,5.00,64.29,49.52,72.38,0.27,0.25,5.00,64.76,48.57,71.90,0.33,0.26,4.00,65.71,48.57,75.71,0.34,0.26,4.00,63.81,48.57,75.24,0.30,0.27,4.00,63.33,47.62,74.29,0.37,0.29,4.00,63.81,48.57,75.71,0.38,0.28,4.00,64.76,49.52,76.67,0.44,0.29,4.00,66.04,51.42,77.36
Liechtenstein,LIE,1.51,0.39,1.00,92.39,76.63,99.46,1.48,0.44,1.00,93.48,72.28,100.00,1.46,0.42,1.00,91.85,76.09,100.00,1.66,0.37,1.00,95.14,81.08,100.00,1.66,0.28,1.00,96.22,85.41,100.00,1.56,0.32,1.00,92.04,79.10,100.00,1.61,0.21,1.00,96.08,85.78,100.00,1.35,0.31,1.00,91.18,73.53,99.51,1.38,0.37,1.00,90.78,73.79,99.51,1.40,0.38,1.00,91.26,73.79,100.00,1.51,0.33,2.00,93.30,78.47,100.00,1.53,0.35,2.00,93.30,78.95,100.00,1.50,0.36,2.00,92.42,77.25,100.00,1.55,0.30,3.00,93.36,80.57,100.00,1.57,0.29,3.00,93.36,81.99,100.00,1.42,0.30,3.00,90.38,79.33,98.56,1.38,0.30,3.00,90.95,77.14,98.57,1.36,0.32,3.00,89.52,76.19,97.14,1.48,0.31,3.00,91.43,80.00,98.10,1.52,0.32,3.00,90.95,80.95,99.05,1.53,0.32,3.00,91.90,80.00,99.52,1.62,0.33,3.00,94.76,83.33,99.52,1.53,0.38,2.00,92.38,77.62,99.52,1.63,0.32,3.00,94.81,83.49,99.53
Sri Lanka,LKA,0.06,0.31,4.00,58.15,30.43,69.02,0.16,0.33,4.00,58.15,34.78,70.65,0.16,0.26,5.00,58.70,39.67,69.02,0.12,0.22,6.00,57.84,44.86,65.41,0.03,0.19,6.00,56.76,48.11,63.24,-0.08,0.20,7.00,52.24,38.81,61.69,-0.42,0.16,9.00,39.71,25.00,50.49,-0.27,0.19,10.00,46.57,29.90,54.41,-0.30,0.19,10.00,44.66,27.18,52.43,-0.39,0.17,10.00,39.81,27.67,51.94,-0.29,0.16,10.00,44.02,31.10,52.15,-0.25,0.16,10.00,44.50,33.01,53.11,-0.13,0.16,10.00,50.24,36.97,55.92,-0.13,0.17,11.00,48.82,36.97,55.92,-0.17,0.17,11.00,46.45,35.55,54.98,-0.11,0.19,11.00,49.52,36.54,60.10,-0.06,0.18,11.00,51.43,41.43,61.90,-0.12,0.21,10.00,49.52,34.29,62.38,-0.16,0.20,10.00,46.19,32.86,60.95,-0.22,0.20,9.00,45.24,30.48,60.00,-0.23,0.20,9.00,43.81,30.95,59.05,-0.23,0.21,8.00,43.33,30.95,57.14,-0.39,0.22,7.00,38.57,24.76,50.95,-0.65,0.21,8.00,27.36,15.57,40.57
