"Iran, Islamic Rep.",IRN,-0.32,0.37,4.00,36.17,19.68,57.45,-0.69,0.35,4.00,23.40,11.70,39.36,-0.73,0.34,4.00,24.34,12.17,40.21,-0.77,0.32,4.00,23.28,13.76,37.57,-0.78,0.30,4.00,24.12,12.56,36.68,-0.76,0.29,5.00,22.33,13.11,35.92,-0.78,0.29,5.00,24.27,12.14,36.41,-1.04,0.26,6.00,17.39,8.70,26.57,-0.93,0.25,6.00,17.87,10.14,27.05,-0.94,0.25,6.00,16.35,10.58,28.37,-1.56,0.25,6.00,8.06,4.27,14.22,-1.63,0.24,7.00,6.16,3.32,12.32,-1.42,0.24,8.00,7.58,4.27,16.11,-1.32,0.22,8.00,9.95,5.69,18.01,-1.25,0.23,8.00,11.37,7.58,19.43,-0.87,0.20,8.00,17.14,9.05,26.67,-0.92,0.20,8.00,17.62,9.05,25.71,-0.81,0.21,8.00,17.62,10.95,27.62,-0.93,0.21,8.00,14.76,9.52,25.71,-1.34,0.21,8.00,9.91,6.60,13.68,-1.71,0.23,7.00,5.66,4.25,10.38,-1.70,0.23,6.00,6.60,3.77,10.38,-1.58,0.23,6.00,8.02,5.19,11.32,-1.59,0.23,6.00,8.49,6.13,12.26
Iraq,IRQ,-1.82,0.37,4.00,4.79,1.60,11.70,-1.53,0.35,4.00,8.51,3.72,17.02,-1.73,0.34,4.00,5.82,0.53,13.23,-1.60,0.32,4.00,7.94,1.06,17.46,-2.39,0.30,4.00,0.50,0.00,4.02,-3.18,0.32,4.00,0.00,0.00,0.49,-2.69,0.29,5.00,0.49,0.00,0.97,-2.83,0.28,5.00,0.00,0.00,0.48,-2.77,0.27,5.00,0.48,0.00,2.42,-2.47,0.27,5.00,1.92,0.00,2.40,-2.17,0.28,4.00,2.37,1.42,6.16,-2.24,0.27,5.00,2.37,0.00,4.27,-1.85,0.26,5.00,4.27,1.90,7.58,-1.93,0.23,6.00,4.74,1.90,7.11,-2.01,0.24,6.00,4.27,1.42,7.58,-2.48,0.21,6.00,2.38,0.00,4.76,-2.25,0.21,6.00,2.86,0.48,6.19,-2.30,0.21,6.00,3.33,0.95,5.71,-2.30,0.22,6.00,3.33,0.48,5.71,-2.52,0.22,6.00,1.42,0.00,3.77,-2.61,0.23,6.00,1.42,0.00,3.30,-2.47,0.24,5.00,1.89,0.00,3.77,-2.38,0.24,5.00,1.89,0.00,4.72,-2.47,0.24,5.00,2.36,0.00,4.25
Iceland,ISL,1.33,0.42,3.00,94.15,68.09,100.00,1.38,0.38,3.00,95.21,72.87,100.00,1.58,0.35,4.00,96.83,80.42,100.00,1.62,0.34,5.00,98.94,83.07,100.00,1.52,0.31,5.00,98.99,82.41,100.00,1.46,0.30,6.00,98.54,79.13,100.00,1.44,0.29,6.00,99.51,78.64,100.00,1.45,0.26,7.00,99.52,81.64,100.00,1.49,0.26,7.00,99.52,85.51,100.00,1.22,0.26,7.00,94.23,72.60,100.00,1.19,0.26,6.00,91.47,72.04,100.00,1.02,0.26,7.00,85.31,66.35,97.16,1.24,0.25,7.00,92.89,71.09,99.53,1.25,0.22,8.00,92.89,73.46,99.53,1.29,0.23,8.00,94.31,75.36,99.53,1.25,0.20,8.00,94.29,78.10,99.52,1.30,0.20,8.00,94.76,81.90,99.52,1.35,0.21,8.00,95.71,87.14,99.52,1.34,0.21,8.00,95.71,82.86,99.52,1.39,0.21,8.00,97.64,87.26,99.53,1.62,0.23,7.00,99.53,93.40,100.00,1.37,0.23,6.00,96.70,81.13,99.53,1.37,0.23,6.00,96.23,83.49,99.53,1.26,0.23,6.00,95.28,78.30,99.53
Israel,ISR,-1.15,0.37,4.00,12.77,5.85,27.13,-1.12,0.35,4.00,14.89,7.45,27.66,-1.04,0.31,5.00,16.93,8.99,30.16,-1.46,0.29,6.00,11.11,2.65,19.05,-1.52,0.28,6.00,8.54,3.52,19.10,-1.32,0.28,7.00,11.17,4.37,18.93,-1.25,0.27,7.00,13.11,5.34,22.82,-1.26,0.25,8.00,13.04,7.73,20.29,-1.25,0.24,8.00,11.59,7.73,18.84,-1.32,0.24,8.00,11.06,8.65,16.35,-1.63,0.24,8.00,7.11,3.32,12.80,-1.34,0.24,8.00,10.43,4.27,17.06,-1.20,0.24,8.00,13.27,5.21,20.38,-1.08,0.22,8.00,16.11,7.11,23.22,-1.10,0.23,8.00,15.17,7.58,22.75,-1.04,0.20,8.00,12.86,8.10,21.43,-1.10,0.20,8.00,11.43,9.05,21.43,-0.80,0.21,8.00,19.05,10.95,28.10,-0.89,0.21,8.00,16.67,10.95,27.14,-0.92,0.21,8.00,15.09,10.85,25.94,-0.82,0.23,7.00,18.87,11.79,28.30,-0.89,0.23,6.00,16.51,10.85,26.42,-1.12,0.23,6.00,13.21,8.49,20.28,-1.29,0.23,6.00,11.79,8.02,16.04
Italy,ITA,1.11,0.37,4.00,86.70,61.70,100.00,1.19,0.35,4.00,90.96,67.55,100.00,0.92,0.31,5.00,78.31,62.43,95.24,0.84,0.29,6.00,75.66,59.79,93.65,0.43,0.28,6.00,59.80,41.21,77.39,0.27,0.28,7.00,54.85,38.35,71.84,0.49,0.27,7.00,63.11,47.57,77.18,0.53,0.25,8.00,62.32,49.28,78.26,0.45,0.24,8.00,60.39,43.96,77.29,0.55,0.24,8.00,65.38,49.04,79.33,0.35,0.24,8.00,54.50,41.71,72.04,0.47,0.24,8.00,62.56,49.76,76.78,0.50,0.24,9.00,62.56,49.29,72.99,0.51,0.22,9.00,63.03,50.71,73.46,0.50,0.23,9.00,63.98,51.66,73.46,0.46,0.19,9.00,60.48,50.48,71.90,0.36,0.20,9.00,58.57,49.05,67.62,0.36,0.20,9.00,58.57,48.10,69.52,0.29,0.21,9.00,57.62,44.76,67.62,0.33,0.21,9.00,57.08,45.28,66.98,0.38,0.22,8.00,58.96,47.64,70.75,0.40,0.23,7.00,58.02,48.11,72.17,0.55,0.23,7.00,63.68,51.42,79.72,0.41,0.23,7.00,58.49,48.11,73.58
Jamaica,JAM,0.11,0.37,4.00,50.53,28.72,70.74,0.08,0.35,4.00,48.94,30.32,68.09,0.19,0.34,4.00,54.50,32.80,72.49,-0.21,0.30,5.00,40.21,25.40,53.44,-0.38,0.29,5.00,33.17,21.61,46.73,-0.35,0.29,6.00,33.01,21.36,49.03,-0.30,0.28,6.00,36.89,25.24,51.46,-0.32,0.27,6.00,34.30,23.19,49.28,-0.26,0.26,6.00,36.23,23.67,48.79,-0.31,0.26,6.00,34.13,20.19,49.04,-0.36,0.26,6.00,31.75,19.91,47.39,-0.43,0.26,6.00,30.81,19.91,45.02,-0.06,0.25,7.00,44.55,30.81,58.29,0.12,0.22,8.00,50.24,37.91,62.09,0.18,0.23,8.00,54.50,38.86,64.45,0.02,0.20,8.00,46.67,35.24,58.10,0.09,0.20,8.00,50.95,37.62,59.52,0.30,0.21,8.00,57.14,45.24,65.71,0.30,0.21,8.00,58.57,44.29,69.05,0.42,0.21,8.00,61.32,50.00,70.75,0.39,0.23,7.00,59.43,47.64,71.70,0.26,0.23,6.00,55.66,43.40,67.45,0.22,0.23,6.00,52.83,41.51,65.09,0.38,0.23,6.00,57.55,46.70,72.64
Jordan,JOR,-0.04,0.37,4.00,46.81,23.40,65.96,0.08,0.35,4.00,48.40,30.32,68.09,0.00,0.34,4.00,43.92,29.10,69.84,-0.46,0.30,5.00,30.16,20.11,47.09,-0.07,0.28,6.00,40.70,29.15,59.30,-0.23,0.28,7.00,36.89,23.30,52.91,-0.13,0.27,7.00,41.75,28.16,55.34,-0.76,0.25,8.00,23.67,13.53,32.85,-0.30,0.24,8.00,34.78,23.67,46.38,-0.37,0.24,8.00,30.77,19.71,44.71,-0.36,0.24,8.00,32.23,20.85,45.97,-0.31,0.24,8.00,34.60,24.17,49.76,-0.51,0.24,9.00,30.33,19.43,41.23,-0.52,0.22,9.00,29.38,19.43,39.81,-0.61,0.23,9.00,26.07,17.54,37.91,-0.54,0.19,9.00,27.62,17.14,36.67,-0.61,0.20,9.00,25.71,17.14,35.71,-0.50,0.20,9.00,27.14,17.14,39.52,-0.43,0.20,10.00,30.00,18.57,40.48,-0.38,0.20,10.00,32.55,20.28,44.81,-0.27,0.21,9.00,36.79,23.58,50.47,-0.27,0.21,8.00,37.74,23.58,49.53,-0.32,0.21,8.00,35.38,23.58,47.64,-0.30,0.22,8.00,35.38,22.17,48.58
Japan,JPN,1.16,0.37,4.00,88.30,63.30,100.00,1.25,0.35,4.00,93.09,69.15,100.00,1.20,0.31,5.00,88.36,70.90,98.94,1.18,0.29,6.00,88.89,70.37,99.47,1.03,0.28,6.00,82.91,64.32,98.49,1.03,0.28,7.00,82.52,63.59,98.54,1.04,0.27,7.00,82.52,65.05,99.51,1.14,0.25,8.00,90.82,68.12,100.00,1.01,0.24,8.00,82.61,67.63,98.55,0.89,0.24,8.00,77.40,61.06,95.67,0.98,0.24,8.00,84.36,65.40,94.79,0.88,0.24,8.00,77.73,62.56,92.42,1.00,0.24,9.00,81.99,65.40,97.63,0.95,0.22,9.00,78.20,64.45,94.79,1.02,0.23,9.00,82.94,66.82,97.16,0.97,0.19,9.00,80.00,67.62,96.19,1.05,0.20,9.00,87.62,69.05,97.62,0.97,0.20,9.00,81.43,65.71,94.29,1.10,0.21,9.00,87.62,71.43,97.62,1.04,0.21,9.00,87.26,68.87,95.75,1.02,0.22,8.00,83.49,67.92,96.23,1.03,0.23,7.00,85.38,67.92,96.70,1.02,0.23,7.00,84.91,66.98,96.23,1.07,0.23,7.00,86.79,70.28,96.70
Kazakhstan,KAZ,-0.37,0.41,3.00,33.51,16.49,57.45,0.19,0.35,4.00,52.66,32.98,72.87,0.09,0.34,4.00,49.21,30.69,70.37,0.36,0.32,4.00,58.73,41.27,76.72,0.36,0.30,4.00,58.79,39.20,72.36,0.07,0.29,5.00,48.06,30.10,63.11,0.19,0.28,6.00,52.91,37.38,66.02,0.21,0.25,7.00,52.17,40.10,64.73,0.65,0.24,7.00,69.08,51.69,85.02,0.63,0.24,8.00,68.27,52.88,83.65,0.78,0.24,8.00,72.51,57.35,90.05,0.52,0.24,8.00,63.98,50.71,79.62,-0.34,0.24,8.00,36.02,23.22,48.82,-0.41,0.22,9.00,34.12,21.80,42.18,-0.40,0.23,9.00,34.60,20.85,45.50,0.04,0.19,9.00,47.62,36.19,58.57,-0.04,0.20,9.00,43.81,33.33,57.62,0.00,0.20,9.00,47.62,32.86,57.14,0.02,0.20,10.00,47.14,33.33,59.05,-0.05,0.20,10.00,44.81,32.08,56.60,-0.17,0.21,9.00,41.51,26.42,54.25,-0.26,0.21,8.00,38.21,24.53,49.53,-0.23,0.21,8.00,38.21,24.53,50.94,-0.36,0.22,8.00,32.55,20.28,46.70
Kenya,KEN,-0.66,0.37,4.00,23.94,9.57,46.81,-0.91,0.35,4.00,18.62,10.11,33.51,-1.07,0.34,4.00,16.40,7.94,30.16,-1.19,0.32,4.00,16.93,5.29,26.46,-1.26,0.29,5.00,13.57,5.53,23.62,-1.09,0.29,6.00,16.02,5.83,25.24,-1.25,0.28,6.00,12.62,5.34,23.30,-1.13,0.25,7.00,15.46,8.21,25.12,-1.31,0.24,7.00,11.11,7.73,18.36,-1.39,0.25,7.00,10.10,7.69,15.87,-1.43,0.25,7.00,9.48,5.21,16.11,-1.17,0.24,7.00,12.80,8.06,22.27,-1.24,0.24,8.00,12.80,5.21,19.91,-1.32,0.22,8.00,10.43,5.69,18.01,-1.17,0.23,8.00,13.74,7.58,20.38,-1.28,0.20,8.00,9.05,7.62,13.81,-1.24,0.20,8.00,9.52,7.62,17.62,-1.35,0.21,8.00,10.00,7.14,13.81,-1.13,0.21,8.00,11.90,8.57,18.10,-1.18,0.21,8.00,12.26,7.55,18.40,-1.11,0.23,7.00,12.74,8.49,19.81,-1.01,0.23,6.00,14.62,10.38,23.58,-1.03,0.23,6.00,15.09,9.43,23.58,-0.94,0.23,6.00,15.09,10.85,24.53
Kyrgyz Republic,KGZ,-0.17,0.47,2.00,41.49,19.68,67.55,-0.17,0.44,2.00,37.23,18.62,65.43,-0.18,0.45,2.00,39.68,19.05,69.84,-0.61,0.44,2.00,26.98,12.70,48.15,-1.10,0.35,2.00,18.09,5.53,29.15,-1.18,0.33,3.00,15.05,4.85,24.76,-1.17,0.32,4.00,14.56,5.34,26.21,-1.39,0.28,5.00,11.59,5.31,18.84,-0.99,0.28,5.00,17.39,9.18,27.05,-0.57,0.28,5.00,26.44,15.87,39.90,-0.62,0.28,5.00,25.12,14.69,39.34,-1.04,0.27,5.00,15.17,9.00,25.59,-1.10,0.26,6.00,15.17,5.69,26.07,-0.91,0.24,6.00,18.96,10.43,29.86,-0.91,0.25,6.00,18.48,9.48,28.44,-0.80,0.21,6.00,19.52,10.00,29.05,-0.88,0.21,6.00,18.10,9.52,26.19,-0.65,0.22,6.00,23.33,13.81,35.24,-0.36,0.22,7.00,31.90,20.48,45.71,-0.53,0.22,7.00,28.77,16.04,40.09,-0.27,0.22,6.00,37.74,22.64,51.42,-0.46,0.22,6.00,28.77,18.40,44.34,-0.47,0.22,6.00,29.72,18.40,43.87,-0.55,0.23,6.00,25.47,15.57,40.09
Cambodia,KHM,-1.10,0.41,3.00,14.89,5.85,31.91,-1.26,0.38,3.00,11.70,4.26,25.00,-0.78,0.38,3.00,21.69,10.58,40.21,-0.72,0.34,3.00,25.40,13.76,40.21,-0.65,0.32,3.00,27.14,15.08,39.20,-0.41,0.30,4.00,30.58,18.93,48.54,-0.39,0.29,5.00,34.95,21.36,48.54,-0.35,0.26,6.00,33.82,23.19,48.31,-0.36,0.25,6.00,31.88,20.29,43.96,-0.30,0.26,6.00,34.62,21.63,49.04,-0.56,0.26,6.00,27.01,16.59,40.76,-0.50,0.25,6.00,27.49,18.48,42.65,-0.30,0.25,7.00,36.49,23.70,49.29,-0.10,0.23,7.00,41.23,31.75,56.40,-0.14,0.24,7.00,41.71,27.49,56.87,0.02,0.20,7.00,46.19,35.24,58.57,0.06,0.21,7.00,49.52,35.71,59.05,0.21,0.21,7.00,53.33,40.48,64.76,0.09,0.22,7.00,50.95,34.76,62.86,0.11,0.22,7.00,52.83,37.74,62.26,-0.08,0.24,6.00,44.81,27.83,58.02,-0.21,0.24,5.00,40.57,24.06,52.83,-0.13,0.24,5.00,42.45,27.36,54.72,-0.04,0.24,5.00,44.81,29.72,56.60
Kiribati,KIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,0.56,1.00,91.96,52.76,100.00,1.16,0.36,2.00,90.29,63.59,100.00,1.38,0.38,2.00,99.03,68.45,100.00,1.35,0.38,2.00,98.55,68.12,100.00,1.34,0.35,2.00,98.55,72.46,100.00,1.34,0.35,2.00,98.08,71.63,100.00,1.40,0.32,3.00,98.10,78.67,100.00,1.42,0.32,3.00,96.68,78.20,100.00,1.30,0.36,2.00,95.73,68.72,99.53,1.29,0.32,2.00,94.79,70.14,99.53,1.28,0.35,2.00,93.84,67.77,99.53,0.80,0.26,2.00,73.81,59.05,93.81,0.82,0.28,2.00,72.86,58.57,94.29,0.85,0.29,2.00,74.76,58.57,94.76,0.86,0.31,2.00,75.71,59.05,96.19,1.00,0.29,2.00,84.91,64.15,98.58,1.12,0.29,3.00,89.62,67.92,98.58,1.16,0.29,3.00,90.57,68.87,99.06,1.14,0.29,3.00,90.57,66.98,99.06,1.12,0.26,4.00,89.62,69.81,97.64
St. Kitts and Nevis,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.17,0.56,1.00,91.96,52.76,100.00,1.36,0.33,3.00,97.09,74.76,100.00,1.28,0.33,3.00,92.23,67.48,100.00,1.21,0.33,3.00,92.27,65.70,100.00,0.80,0.31,3.00,75.85,53.62,96.62,0.92,0.31,3.00,78.85,57.69,99.04,1.09,0.32,3.00,87.68,63.98,100.00,1.04,0.32,3.00,85.78,62.56,99.53,0.96,0.31,3.00,79.62,62.09,98.10,0.98,0.28,3.00,80.57,63.03,98.58,0.96,0.30,3.00,79.62,62.56,98.10,0.57,0.24,3.00,64.76,52.86,79.05,0.56,0.24,4.00,63.33,53.81,81.43,0.61,0.25,4.00,65.71,52.86,87.14,0.63,0.25,4.00,67.62,54.29,86.19,0.68,0.25,4.00,67.92,55.66,88.21,0.70,0.27,4.00,70.75,56.60,90.57,0.93,0.27,4.00,79.72,61.32,96.23,0.95,0.27,4.00,82.55,61.32,96.70,0.94,0.27,4.00,82.55,62.26,96.70
"Korea, Rep.",KOR,0.57,0.37,4.00,65.96,46.28,89.36,0.51,0.35,4.00,64.89,42.55,82.98,0.40,0.31,5.00,62.43,40.74,77.78,0.24,0.29,6.00,52.38,39.15,70.37,0.25,0.28,6.00,52.76,37.69,70.35,0.43,0.28,7.00,61.17,43.69,76.70,0.49,0.27,7.00,62.62,47.57,76.70,0.42,0.25,8.00,59.42,46.38,72.46,0.57,0.24,8.00,65.22,48.79,79.71,0.42,0.24,8.00,58.17,44.71,75.00,0.41,0.24,8.00,60.66,44.55,73.93,0.33,0.24,8.00,54.98,43.13,71.09,0.41,0.24,9.00,60.66,48.34,70.62,0.27,0.22,9.00,55.45,41.23,65.40,0.28,0.23,9.00,57.35,42.65,66.82,0.11,0.19,9.00,50.48,36.67,59.52,0.16,0.20,9.00,53.81,40.48,60.95,0.15,0.20,9.00,52.38,38.57,61.90,0.38,0.20,10.00,60.95,48.57,70.48,0.64,0.20,10.00,65.57,56.60,83.02,0.55,0.21,9.00,64.62,54.72,76.89,0.61,0.21,8.00,66.98,55.66,79.72,0.63,0.21,8.00,66.51,55.19,83.49,0.56,0.22,8.00,64.62,51.89,80.66
Kuwait,KWT,0.17,0.37,4.00,52.66,31.91,72.87,0.46,0.35,4.00,63.30,40.96,81.38,0.75,0.34,4.00,73.02,54.50,92.59,-0.15,0.32,4.00,42.33,26.46,59.79,0.29,0.30,4.00,54.77,37.69,71.86,0.35,0.29,5.00,56.80,39.81,74.76,0.25,0.28,6.00,55.34,39.81,67.48,0.41,0.25,7.00,58.45,45.41,72.46,0.62,0.24,7.00,68.12,50.72,83.57,0.50,0.25,7.00,62.02,47.12,77.40,0.35,0.25,7.00,55.45,41.71,72.04,0.45,0.24,7.00,61.14,47.87,75.83,0.31,0.24,7.00,56.87,41.71,68.72,0.20,0.23,7.00,53.08,39.81,63.51,0.17,0.23,7.00,52.61,38.39,64.45,0.15,0.20,7.00,51.43,38.10,60.95,-0.22,0.20,7.00,39.52,25.71,51.90,-0.06,0.21,7.00,45.24,30.95,56.19,-0.05,0.22,7.00,44.76,30.00,58.57,0.09,0.22,7.00,51.89,37.26,61.79,0.18,0.23,6.00,54.72,40.09,65.57,0.23,0.24,5.00,54.25,41.98,66.98,0.26,0.24,5.00,54.25,42.45,66.98,0.28,0.23,6.00,54.25,41.98,69.34
Lao PDR,LAO,0.37,0.47,2.00,59.57,31.91,87.77,-0.19,0.44,2.00,36.70,18.62,64.89,-0.58,0.45,2.00,28.04,11.11,52.91,-0.10,0.44,2.00,43.39,21.16,68.25,-1.23,0.35,2.00,14.07,4.52,26.63,-0.61,0.33,3.00,25.73,15.53,42.72,-0.49,0.33,3.00,31.07,16.99,47.57,-0.09,0.29,4.00,42.51,27.05,56.52,-0.18,0.28,4.00,38.65,24.64,53.62,0.02,0.29,4.00,44.71,29.81,60.58,-0.16,0.27,5.00,39.34,25.59,53.08,-0.28,0.26,5.00,35.55,24.17,51.18,-0.06,0.26,5.00,45.02,30.33,59.24,0.03,0.24,5.00,45.97,35.55,60.66,0.07,0.24,6.00,48.82,36.02,62.56,0.50,0.21,6.00,62.38,52.38,75.71,0.54,0.21,6.00,61.90,54.29,76.67,0.52,0.22,6.00,63.81,52.38,76.67,0.39,0.23,6.00,61.43,46.19,72.38,0.41,0.23,6.00,60.38,49.53,71.23,0.53,0.24,5.00,63.21,52.83,78.30,0.69,0.25,4.00,69.34,56.13,87.74,0.71,0.25,4.00,68.87,55.66,90.09,0.80,0.25,4.00,74.06,57.55,93.87
Lebanon,LBN,-0.67,0.37,4.00,23.40,9.57,45.74,-0.75,0.35,4.00,20.21,10.64,36.70,-0.44,0.34,4.00,31.22,17.46,50.79,-0.35,0.32,4.00,31.75,20.11,50.26,-0.46,0.30,4.00,30.15,20.60,42.21,-0.71,0.29,5.00,23.30,13.59,37.38,-1.00,0.29,5.00,18.45,7.77,29.13,-1.80,0.26,6.00,6.28,0.97,11.59,-2.12,0.25,6.00,3.38,0.48,7.73,-1.88,0.25,6.00,4.81,1.92,9.62,-1.56,0.25,6.00,8.53,4.27,14.69,-1.63,0.24,7.00,7.11,3.32,12.32,-1.56,0.24,8.00,5.69,3.32,13.74,-1.66,0.22,8.00,6.16,3.79,10.43,-1.69,0.23,8.00,6.64,3.79,9.48,-1.70,0.20,8.00,7.14,5.71,8.10,-1.70,0.20,8.00,7.14,4.76,9.05,-1.62,0.21,8.00,8.10,5.71,10.48,-1.62,0.21,8.00,8.57,5.24,9.52,-1.62,0.21,8.00,7.08,5.19,10.85,-1.67,0.23,7.00,6.60,4.25,11.79,-1.62,0.23,6.00,8.02,4.25,11.32,-1.48,0.23,6.00,8.96,5.19,13.21,-1.47,0.23,6.00,9.43,6.60,13.21
Liberia,LBR,-2.44,0.42,3.00,1.60,0.00,5.85,-1.76,0.38,3.00,6.91,0.53,13.83,-1.95,0.40,3.00,3.17,0.00,11.64,-2.19,0.39,3.00,1.06,0.00,10.05,-2.16,0.33,3.00,2.51,0.00,6.03,-1.37,0.32,4.00,9.71,4.37,19.90,-1.36,0.31,4.00,11.17,3.88,21.84,-1.33,0.32,4.00,12.56,5.31,22.22,-1.24,0.29,4.00,12.08,7.73,21.26,-1.28,0.29,4.00,12.02,8.17,18.75,-1.05,0.27,5.00,15.17,9.00,25.59,-0.47,0.27,5.00,29.38,18.96,44.55,-0.43,0.26,6.00,32.70,19.91,46.45,-0.48,0.22,8.00,31.75,20.38,40.28,-0.48,0.23,8.00,29.38,19.43,42.65,-0.62,0.20,7.00,24.76,14.29,36.19,-0.82,0.20,8.00,20.48,10.95,28.10,-0.44,0.21,7.00,30.00,19.52,43.33,-0.32,0.21,8.00,32.86,22.86,46.19,-0.20,0.21,8.00,39.15,26.42,52.83,-0.34,0.22,7.00,33.49,21.70,47.64,-0.31,0.21,7.00,35.38,22.64,48.11,-0.29,0.22,7.00,35.85,23.58,50.00,-0.29,0.22,7.00,35.85,22.17,49.53
Libya,LBY,-0.99,0.37,4.00,18.62,6.91,32.98,-0.81,0.35,4.00,19.15,10.11,35.11,-0.29,0.34,4.00,34.92,19.58,57.67,-0.10,0.32,4.00,43.92,26.98,62.43,0.12,0.30,4.00,48.24,33.67,65.83,0.36,0.32,4.00,58.25,39.32,75.73,0.45,0.29,5.00,60.68,44.66,76.70,0.36,0.28,5.00,55.56,42.03,72.46,0.75,0.26,6.00,71.50,54.59,92.75,0.81,0.26,6.00,74.04,56.73,94.71,0.83,0.25,7.00,76.30,60.66,92.42,0.03,0.24,7.00,47.39,33.18,60.19,-1.29,0.25,6.00,11.85,5.21,19.43,-1.59,0.23,7.00,6.64,3.79,13.27,-1.84,0.23,7.00,4.74,1.90,7.58,-2.35,0.20,7.00,4.29,0.48,5.24,-2.19,0.21,6.00,3.33,0.95,6.67,-2.27,0.21,6.00,3.81,0.95,5.71,-2.35,0.22,6.00,2.38,0.48,5.24,-2.43,0.22,6.00,1.89,0.00,5.19,-2.57,0.23,6.00,1.89,0.00,3.77,-2.46,0.24,5.00,2.36,0.00,3.77,-2.31,0.24,5.00,2.83,0.00,5.19,-2.20,0.24,5.00,3.77,0.00,7.08
St. Lucia,LCA,1.04,0.62,1.00,82.45,47.87,100.00,0.35,0.56,1.00,59.04,27.66,93.09,1.22,0.59,1.00,90.48,57.67,100.00,0.36,0.64,1.00,59.79,25.40,94.71,1.17,0.56,1.00,91.96,52.76,100.00,1.22,0.33,3.00,92.72,69.42,100.00,1.00,0.33,3.00,79.61,61.17,99.51,0.86,0.33,3.00,74.40,54.11,99.03,0.62,0.31,3.00,67.63,47.34,91.30,0.64,0.31,3.00,69.23,49.04,90.87,0.69,0.32,3.00,70.14,50.71,91.47,0.79,0.32,3.00,72.99,53.55,93.84,0.85,0.31,3.00,72.51,58.29,97.16,0.89,0.28,3.00,74.41,60.19,96.21,0.85,0.30,3.00,73.46,59.72,95.26,0.82,0.24,3.00,75.24,59.52,93.81,0.84,0.24,4.00,73.33,60.48,93.81,1.00,0.25,4.00,86.19,65.24,97.62,0.97,0.25,4.00,80.95,64.76,96.19,0.99,0.25,4.00,83.96,65.09,97.64,0.91,0.27,4.00,77.83,60.85,95.75,0.86,0.27,4.00,75.00,59.91,94.34,0.83,0.27,4.00,74.06,58.02,94.34,0.87,0.27,4.00,77.83,59.43,95.75
Liechtenstein,LIE,1.17,0.61,1.00,89.36,52.13,100.00,1.18,0.58,1.00,90.43,54.79,100.00,1.17,0.60,1.00,86.77,54.50,100.00,1.28,0.52,1.00,92.59,62.43,100.00,1.47,0.35,2.00,98.49,76.88,100.00,1.52,0.36,2.00,99.51,78.16,100.00,1.38,0.38,2.00,99.03,68.45,100.00,1.35,0.38,2.00,98.55,68.12,100.00,1.34,0.35,2.00,98.55,72.46,100.00,1.34,0.35,2.00,98.08,71.63,100.00,1.55,0.29,4.00,100.00,86.73,100.00,1.54,0.28,4.00,99.53,87.20,100.00,1.49,0.31,3.00,99.05,81.04,100.00,1.39,0.28,3.00,97.63,76.78,99.53,1.40,0.29,3.00,97.63,75.36,99.53,1.46,0.24,3.00,98.57,88.57,99.52,1.44,0.24,3.00,98.57,86.67,99.52,1.45,0.25,3.00,98.57,88.10,99.52,1.46,0.27,3.00,98.10,84.76,99.52,1.45,0.26,3.00,98.11,86.79,99.53,1.60,0.25,4.00,99.06,92.45,100.00,1.67,0.25,4.00,99.53,94.34,100.00,1.60,0.25,4.00,99.06,92.92,100.00,1.64,0.25,4.00,99.53,94.34,100.00
Sri Lanka,LKA,-1.78,0.37,4.00,5.85,2.13,12.23,-1.48,0.35,4.00,10.11,3.72,18.09,-1.90,0.34,4.00,4.76,0.00,11.11,-0.78,0.30,5.00,22.22,13.76,34.92,-0.83,0.29,5.00,23.12,11.06,35.18,-1.01,0.29,6.00,18.45,7.77,27.67,-1.15,0.28,6.00,16.50,6.31,25.73,-1.42,0.25,7.00,9.66,5.31,17.39,-1.75,0.24,7.00,7.73,2.90,10.14,-1.80,0.25,7.00,7.69,1.92,9.62,-1.34,0.25,7.00,10.90,5.21,18.48,-0.94,0.24,7.00,17.54,9.95,26.54,-0.72,0.24,7.00,23.70,14.22,36.02,-0.72,0.22,8.00,22.75,15.64,36.02,-0.61,0.23,8.00,25.59,17.54,37.91,-0.33,0.20,8.00,34.29,23.81,45.24,0.08,0.20,8.00,50.48,37.14,59.52,-0.01,0.21,8.00,46.67,32.86,57.14,-0.08,0.21,8.00,42.38,30.00,57.14,-0.14,0.21,8.00,41.04,28.77,53.30,-0.22,0.23,7.00,40.09,23.58,53.77,-0.09,0.23,6.00,44.81,27.83,56.60,-0.38,0.23,6.00,33.02,18.87,47.64,-0.79,0.23,6.00,18.87,12.74,30.66
