"Iran, Islamic Rep.",IRN,-0.48,0.26,4.00,37.63,18.82,54.30,-0.46,0.23,4.00,40.11,26.74,52.94,-0.40,0.25,4.00,44.15,26.60,57.45,-0.22,0.21,4.00,49.74,34.92,60.32,-0.31,0.21,5.00,46.56,30.16,58.73,-0.36,0.20,7.00,42.86,29.06,54.68,-0.48,0.20,7.00,40.49,22.93,51.22,-0.48,0.18,9.00,38.05,24.39,51.22,-0.56,0.18,9.00,34.95,19.90,49.51,-0.76,0.18,9.00,26.21,15.05,37.86,-0.77,0.19,8.00,23.92,12.92,38.76,-0.95,0.17,9.00,17.62,7.14,29.52,-0.88,0.16,10.00,20.38,11.85,32.23,-0.80,0.15,10.00,23.22,15.17,34.60,-0.69,0.15,10.00,28.44,18.48,39.81,-0.63,0.14,9.00,30.77,20.19,42.79,-0.63,0.14,9.00,30.95,20.95,42.86,-0.74,0.15,9.00,26.67,14.29,36.19,-0.84,0.13,9.00,20.48,13.81,30.95,-0.98,0.14,10.00,15.71,10.48,24.76,-1.07,0.15,10.00,13.33,9.52,23.33,-1.11,0.15,9.00,14.29,7.14,20.95,-1.12,0.17,7.00,13.81,5.71,21.90,-1.13,0.18,6.00,14.15,6.13,21.70
Iraq,IRQ,-1.60,0.26,4.00,0.54,0.00,9.14,-1.42,0.23,4.00,0.53,0.00,16.04,-1.47,0.25,4.00,0.00,0.00,12.77,-1.39,0.21,4.00,2.12,0.00,11.11,-1.21,0.21,5.00,6.35,0.00,22.22,-1.49,0.21,5.00,1.48,0.00,10.84,-1.38,0.20,5.00,4.39,0.00,15.61,-1.45,0.22,5.00,1.46,0.00,13.17,-1.46,0.22,5.00,1.94,0.00,11.65,-1.46,0.21,8.00,2.43,0.00,12.14,-1.33,0.20,9.00,3.83,0.00,17.70,-1.36,0.20,9.00,3.33,0.00,15.24,-1.26,0.19,8.00,4.74,0.95,18.48,-1.25,0.17,9.00,8.53,0.00,17.06,-1.32,0.17,9.00,5.69,0.00,15.17,-1.36,0.17,9.00,5.77,0.00,12.98,-1.43,0.16,9.00,3.81,0.00,10.95,-1.46,0.17,8.00,5.24,0.00,10.95,-1.43,0.15,8.00,6.19,0.48,11.90,-1.46,0.16,8.00,5.71,0.48,10.95,-1.39,0.17,8.00,8.10,1.43,12.38,-1.33,0.17,7.00,9.05,1.90,16.19,-1.27,0.21,6.00,8.57,2.38,19.05,-1.21,0.20,6.00,10.85,2.83,20.75
Iceland,ISL,1.73,0.24,5.00,93.01,87.63,97.85,1.91,0.23,5.00,94.12,90.37,100.00,2.20,0.23,5.00,98.40,93.09,100.00,2.19,0.23,5.00,97.35,92.06,100.00,2.23,0.21,5.00,98.41,93.12,100.00,2.17,0.19,6.00,98.03,93.60,100.00,2.30,0.19,6.00,99.51,96.10,100.00,2.17,0.18,7.00,97.56,94.15,100.00,2.20,0.19,7.00,97.57,93.20,100.00,2.33,0.18,7.00,99.51,95.63,100.00,2.03,0.21,7.00,95.69,92.34,99.04,1.93,0.19,8.00,94.29,92.38,99.05,1.93,0.18,8.00,94.79,92.42,99.05,1.88,0.16,9.00,94.79,91.47,97.63,1.90,0.17,9.00,95.73,91.47,97.63,1.82,0.16,8.00,94.23,91.35,97.12,1.90,0.16,8.00,95.71,91.90,98.10,1.90,0.16,8.00,95.24,91.90,98.57,1.79,0.15,8.00,94.29,91.43,97.14,1.81,0.16,8.00,94.29,90.48,97.62,1.67,0.18,7.00,92.38,88.57,96.67,1.67,0.18,7.00,94.76,89.05,95.71,1.76,0.20,7.00,95.24,89.05,97.14,1.57,0.20,7.00,91.51,83.96,96.23
Israel,ISR,1.35,0.21,6.00,88.17,81.18,91.40,1.15,0.19,6.00,83.42,78.07,90.37,1.02,0.20,6.00,82.98,72.87,89.36,1.20,0.18,6.00,84.66,80.42,91.01,1.08,0.18,6.00,81.48,74.60,89.42,0.91,0.17,7.00,81.77,72.41,85.22,0.82,0.17,7.00,78.54,70.24,82.44,1.00,0.16,10.00,80.00,74.15,88.29,0.84,0.17,10.00,77.18,72.82,83.50,0.88,0.16,10.00,77.67,73.30,82.52,0.80,0.17,9.00,74.16,71.77,81.34,0.75,0.17,9.00,73.81,70.00,80.95,0.80,0.17,9.00,76.30,71.09,81.04,0.90,0.16,9.00,77.73,72.51,82.94,0.91,0.17,9.00,78.20,72.04,82.46,0.86,0.16,9.00,78.85,70.67,82.21,0.91,0.16,9.00,78.57,72.86,86.67,1.15,0.16,8.00,83.81,79.52,90.00,0.79,0.15,8.00,78.57,67.62,81.43,0.75,0.16,8.00,77.62,66.67,81.43,0.77,0.17,8.00,78.10,66.67,81.43,0.54,0.18,7.00,68.10,60.48,79.05,0.83,0.20,7.00,80.00,67.14,83.81,0.78,0.20,7.00,78.77,66.51,82.08
Italy,ITA,0.41,0.21,6.00,67.20,59.14,76.34,0.49,0.19,6.00,68.45,60.43,77.54,0.70,0.20,6.00,75.00,67.55,82.98,0.52,0.18,6.00,72.49,62.43,77.78,0.48,0.18,6.00,70.90,60.32,74.60,0.36,0.17,7.00,66.50,57.14,72.41,0.40,0.17,7.00,67.80,58.05,72.20,0.48,0.16,9.00,71.22,62.44,74.15,0.33,0.17,9.00,67.48,57.77,73.30,0.26,0.17,9.00,64.08,57.28,72.82,0.19,0.17,9.00,64.11,55.98,70.81,0.28,0.15,12.00,64.29,59.05,71.90,0.30,0.14,13.00,65.88,58.77,71.09,0.17,0.14,13.00,62.09,55.92,68.25,0.07,0.14,12.00,60.19,54.03,64.45,0.01,0.13,11.00,56.73,51.92,62.02,0.03,0.13,11.00,57.14,51.43,61.90,0.08,0.14,11.00,59.05,52.86,63.33,0.18,0.12,11.00,60.48,55.24,63.33,0.22,0.13,11.00,60.95,56.19,65.71,0.23,0.14,11.00,61.43,55.71,66.19,0.51,0.15,10.00,67.14,61.43,77.14,0.52,0.16,10.00,67.62,61.43,78.10,0.53,0.16,10.00,68.87,62.26,78.77
Jamaica,JAM,0.19,0.26,4.00,61.83,49.46,73.12,0.14,0.23,4.00,59.89,49.73,68.98,0.09,0.22,5.00,59.04,45.74,68.09,-0.51,0.20,5.00,38.10,24.87,50.26,-0.44,0.19,6.00,41.27,26.46,53.97,-0.39,0.19,7.00,41.38,29.06,53.69,-0.34,0.18,7.00,46.34,31.22,55.12,-0.29,0.19,9.00,46.34,33.17,57.07,-0.34,0.19,9.00,46.60,29.61,56.31,-0.34,0.19,9.00,44.17,32.04,56.31,-0.32,0.19,9.00,47.85,28.71,57.89,-0.27,0.19,9.00,48.10,33.33,60.00,-0.19,0.17,10.00,53.08,39.34,59.24,-0.29,0.15,12.00,48.34,35.55,56.87,-0.30,0.15,12.00,47.39,35.55,55.92,-0.33,0.14,12.00,46.63,35.10,54.33,-0.28,0.14,12.00,48.57,36.19,55.24,-0.21,0.14,12.00,49.52,39.52,57.62,-0.22,0.13,10.00,47.62,41.43,55.71,-0.23,0.14,10.00,47.14,38.57,56.67,-0.11,0.15,10.00,51.90,40.48,59.05,-0.05,0.16,8.00,53.81,44.29,60.00,-0.05,0.17,9.00,52.38,43.81,60.00,-0.02,0.17,8.00,54.25,44.81,62.26
Jordan,JOR,-0.04,0.24,5.00,55.38,39.78,65.05,0.11,0.20,5.00,59.36,49.73,67.38,0.06,0.22,5.00,58.51,45.74,68.09,-0.06,0.20,5.00,55.03,43.39,64.55,0.33,0.17,8.00,67.72,58.73,73.54,0.29,0.16,9.00,64.04,55.67,71.92,0.28,0.16,9.00,63.41,56.10,70.24,0.28,0.15,11.00,64.39,57.56,72.20,0.29,0.16,12.00,64.08,57.28,72.33,0.38,0.15,12.00,67.48,61.65,73.30,0.16,0.16,12.00,62.68,55.50,69.86,0.04,0.16,12.00,60.00,52.38,64.76,0.10,0.15,12.00,59.72,54.03,67.77,0.07,0.14,13.00,60.19,54.03,65.40,0.07,0.14,12.00,59.72,54.03,64.93,0.14,0.14,11.00,60.58,54.33,64.90,0.24,0.14,11.00,62.38,55.71,65.71,0.25,0.14,11.00,61.90,57.14,65.71,0.23,0.13,11.00,61.90,56.19,64.29,0.12,0.13,10.00,58.57,53.81,63.81,0.08,0.14,11.00,58.57,50.00,62.38,0.04,0.14,10.00,57.62,45.71,61.43,0.03,0.16,10.00,55.71,48.10,62.86,0.07,0.16,9.00,58.02,48.11,63.21
Japan,JPN,1.19,0.19,7.00,84.41,80.11,90.32,1.07,0.17,7.00,82.35,77.01,89.30,1.23,0.17,7.00,85.11,81.91,90.43,0.94,0.16,7.00,81.48,75.13,84.66,1.17,0.16,7.00,84.13,79.89,90.48,1.20,0.15,8.00,85.71,81.77,91.63,1.21,0.15,8.00,83.90,80.00,91.22,1.32,0.14,10.00,89.27,81.95,91.71,1.23,0.15,11.00,85.44,78.64,91.75,1.32,0.15,11.00,88.83,82.04,91.75,1.37,0.14,11.00,89.47,83.25,91.39,1.55,0.15,11.00,91.43,88.10,93.33,1.55,0.15,11.00,91.47,88.15,93.84,1.62,0.14,11.00,91.94,88.63,94.31,1.65,0.14,11.00,92.89,89.57,94.79,1.69,0.13,11.00,92.31,90.87,95.19,1.53,0.13,11.00,91.43,89.05,92.86,1.48,0.14,11.00,90.48,89.05,92.38,1.48,0.13,11.00,90.00,88.10,91.90,1.39,0.14,11.00,89.05,83.33,91.43,1.43,0.15,11.00,89.05,87.62,92.38,1.46,0.15,10.00,90.48,85.24,94.76,1.54,0.16,10.00,90.95,85.71,95.71,1.54,0.16,10.00,90.57,88.68,95.28
Kazakhstan,KAZ,-1.13,0.28,3.00,12.37,0.54,30.11,-1.08,0.19,5.00,13.90,1.07,28.88,-1.15,0.18,7.00,9.57,0.53,25.00,-1.11,0.17,6.00,8.99,1.59,24.87,-1.03,0.18,7.00,11.64,5.29,27.51,-1.11,0.17,8.00,12.32,3.94,23.65,-1.01,0.15,9.00,16.59,8.78,23.41,-1.00,0.14,11.00,18.05,7.80,24.88,-0.99,0.15,12.00,17.96,6.80,25.73,-0.98,0.13,13.00,16.02,8.74,24.27,-0.93,0.14,12.00,19.14,10.05,25.36,-1.00,0.14,12.00,16.67,7.14,23.33,-1.00,0.13,12.00,17.54,8.06,23.22,-0.92,0.12,14.00,18.96,11.85,27.49,-0.93,0.13,13.00,18.96,11.37,26.54,-0.83,0.13,13.00,23.56,13.94,30.77,-0.87,0.13,13.00,20.95,13.33,29.52,-0.83,0.13,12.00,21.90,12.86,31.90,-0.84,0.12,12.00,20.00,14.29,29.52,-0.49,0.13,12.00,37.62,26.67,45.24,-0.29,0.14,12.00,45.24,33.81,52.86,-0.38,0.15,10.00,40.95,28.57,49.05,-0.26,0.16,10.00,47.14,33.81,54.29,-0.19,0.15,10.00,48.58,37.74,57.55
Kenya,KEN,-1.16,0.26,4.00,10.75,0.54,27.42,-1.17,0.23,4.00,9.63,0.00,27.81,-1.14,0.25,4.00,10.11,0.00,30.32,-1.00,0.20,5.00,16.93,2.65,32.80,-0.96,0.19,8.00,16.93,5.82,30.16,-0.90,0.16,11.00,20.20,10.84,29.56,-1.01,0.16,12.00,17.07,8.29,23.41,-0.94,0.15,15.00,19.51,9.27,28.29,-0.98,0.15,15.00,18.45,6.80,27.67,-1.07,0.15,15.00,14.08,3.88,20.87,-1.07,0.15,15.00,15.79,3.83,21.05,-0.91,0.15,15.00,19.52,11.90,29.52,-0.96,0.14,16.00,18.48,9.00,24.17,-1.10,0.14,16.00,12.80,2.84,19.43,-1.04,0.13,16.00,14.69,9.00,21.80,-0.94,0.13,15.00,16.35,11.06,27.40,-1.03,0.13,15.00,14.29,10.00,22.86,-0.91,0.13,15.00,16.67,11.90,27.62,-0.98,0.12,15.00,15.24,11.90,24.29,-0.86,0.13,15.00,20.48,12.86,28.57,-0.81,0.13,15.00,24.29,15.71,30.95,-0.88,0.14,14.00,20.95,14.29,28.10,-0.74,0.15,13.00,26.19,18.10,34.29,-0.76,0.15,13.00,24.06,18.87,34.43
Kyrgyz Republic,KGZ,-0.99,0.34,2.00,17.20,0.54,39.78,-1.06,0.24,3.00,16.04,0.00,32.62,-1.01,0.24,4.00,15.96,0.53,34.57,-1.06,0.23,4.00,10.05,1.59,31.75,-1.03,0.21,5.00,11.11,4.23,29.63,-1.10,0.20,6.00,12.81,3.45,25.12,-1.27,0.16,9.00,8.78,0.98,17.07,-1.33,0.15,12.00,6.83,0.49,14.63,-1.33,0.15,12.00,4.85,0.97,12.62,-1.23,0.14,12.00,5.83,1.94,15.53,-1.31,0.15,12.00,4.31,0.48,15.79,-1.18,0.14,12.00,10.48,1.90,18.10,-1.23,0.14,12.00,6.64,0.95,17.06,-1.15,0.14,13.00,11.37,1.90,18.48,-1.16,0.14,13.00,11.37,2.84,18.96,-1.13,0.15,13.00,12.50,4.81,18.75,-1.18,0.15,13.00,10.95,4.29,17.62,-1.10,0.15,12.00,12.38,7.62,19.05,-1.08,0.15,12.00,12.86,9.05,19.52,-0.96,0.14,12.00,16.19,10.95,26.19,-0.96,0.15,12.00,17.14,10.95,26.19,-1.12,0.15,11.00,13.33,6.67,20.48,-1.15,0.16,11.00,12.86,5.71,19.52,-1.23,0.16,11.00,10.38,4.72,19.34
Cambodia,KHM,-1.02,0.28,3.00,16.13,2.15,32.80,-0.99,0.23,3.00,19.25,1.07,34.22,-0.97,0.26,3.00,18.09,0.53,36.70,-0.99,0.22,3.00,17.46,2.65,34.39,-0.99,0.22,5.00,14.29,4.23,33.86,-1.06,0.21,6.00,14.29,3.94,27.59,-1.22,0.17,10.00,10.24,0.98,18.05,-1.26,0.14,13.00,7.32,0.98,16.59,-1.15,0.15,13.00,10.68,2.91,19.42,-1.24,0.15,14.00,5.34,1.94,15.53,-1.18,0.14,14.00,9.57,1.44,18.18,-1.25,0.14,14.00,6.19,0.95,16.19,-1.26,0.15,14.00,5.21,0.95,17.06,-1.08,0.15,14.00,13.27,2.84,21.80,-1.06,0.14,14.00,12.80,6.16,21.80,-1.15,0.14,13.00,11.54,4.81,17.31,-1.15,0.14,13.00,11.43,4.76,18.10,-1.30,0.15,13.00,9.05,3.33,12.86,-1.32,0.15,13.00,9.05,3.33,12.38,-1.36,0.14,13.00,8.57,1.90,11.90,-1.32,0.14,13.00,9.52,2.86,12.38,-1.27,0.14,11.00,10.48,4.29,16.19,-1.20,0.16,11.00,11.43,4.76,18.57,-1.24,0.16,11.00,9.91,4.25,18.87
Kiribati,KIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.51,0.39,1.00,71.43,52.71,84.73,0.26,0.28,3.00,62.44,50.73,72.68,0.09,0.32,3.00,59.02,39.51,72.68,0.15,0.32,3.00,60.19,44.17,73.79,0.04,0.33,3.00,58.74,37.38,73.30,-0.14,0.31,4.00,54.07,28.71,68.42,-0.07,0.30,4.00,55.24,34.29,69.52,0.12,0.30,4.00,60.66,42.65,72.51,0.02,0.30,4.00,59.24,39.34,70.14,-0.03,0.30,4.00,57.82,36.97,68.72,0.29,0.31,4.00,63.46,51.92,75.48,0.25,0.30,4.00,62.86,50.00,75.24,0.29,0.30,4.00,62.86,50.00,75.71,0.42,0.31,3.00,63.81,53.33,80.48,0.35,0.29,3.00,64.76,52.38,79.05,0.37,0.31,3.00,64.76,50.95,79.05,0.47,0.30,3.00,66.19,54.76,80.48,0.28,0.32,4.00,61.90,48.10,78.57,0.24,0.33,4.00,61.32,44.81,78.30
St. Kitts and Nevis,KNA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.20,0.37,2.00,60.10,40.39,76.85,1.18,0.33,2.00,83.41,72.20,92.68,1.12,0.39,2.00,83.41,71.22,92.20,1.15,0.39,2.00,84.47,71.84,93.20,1.28,0.40,1.00,87.38,73.30,94.66,1.32,0.43,1.00,87.56,72.73,95.22,1.30,0.43,1.00,88.10,71.90,94.76,1.27,0.42,1.00,87.20,71.56,94.79,1.26,0.43,1.00,87.20,71.09,95.26,1.25,0.44,1.00,86.73,69.67,95.73,0.05,0.43,1.00,58.17,29.81,75.00,0.45,0.27,2.00,65.71,55.24,78.10,0.46,0.27,2.00,65.71,57.14,79.52,0.46,0.27,2.00,65.24,56.19,80.00,0.41,0.26,2.00,65.71,55.71,79.52,0.35,0.26,2.00,63.81,52.86,78.10,0.34,0.25,2.00,62.38,52.38,76.67,0.41,0.27,2.00,64.29,52.86,80.00,0.39,0.28,2.00,65.09,51.89,79.25
"Korea, Rep.",KOR,0.38,0.19,7.00,65.59,59.14,74.73,0.30,0.17,7.00,63.10,54.55,71.66,0.27,0.17,7.00,63.30,57.45,69.68,0.49,0.16,7.00,71.43,62.43,76.19,0.54,0.15,8.00,73.02,65.61,75.13,0.38,0.15,9.00,67.98,58.62,72.41,0.59,0.14,9.00,71.71,64.88,78.54,0.30,0.14,11.00,65.37,58.54,71.71,0.57,0.15,11.00,72.82,66.99,76.70,0.43,0.14,11.00,68.93,62.62,73.79,0.50,0.14,12.00,71.77,66.03,73.21,0.43,0.14,12.00,70.00,62.86,72.38,0.48,0.15,13.00,71.09,63.98,72.51,0.50,0.14,12.00,70.14,64.93,73.93,0.58,0.13,12.00,71.09,67.30,76.78,0.51,0.13,12.00,69.23,63.46,74.52,0.34,0.13,12.00,64.29,60.00,68.10,0.42,0.13,12.00,65.24,61.43,71.43,0.45,0.12,12.00,64.76,62.38,72.38,0.57,0.13,12.00,70.95,64.76,78.57,0.71,0.14,12.00,75.24,66.19,80.00,0.70,0.14,11.00,75.24,65.24,80.48,0.73,0.15,11.00,76.67,66.67,80.95,0.75,0.15,11.00,76.89,67.92,81.13
Kuwait,KWT,0.48,0.26,4.00,70.43,59.14,80.65,0.56,0.23,4.00,71.12,60.43,81.28,0.56,0.25,4.00,70.74,60.64,82.45,0.98,0.20,5.00,82.54,75.13,85.19,0.77,0.24,4.00,74.60,69.31,83.07,0.77,0.23,4.00,75.37,68.47,84.73,0.50,0.18,6.00,69.76,59.51,77.56,0.43,0.17,7.00,70.73,59.02,73.66,0.36,0.18,7.00,69.90,58.25,73.30,0.41,0.17,8.00,68.45,61.65,73.79,0.30,0.18,8.00,66.99,58.85,72.25,0.30,0.18,8.00,64.76,57.14,71.90,0.08,0.17,8.00,59.24,52.61,67.77,-0.20,0.17,7.00,52.13,38.86,60.19,-0.20,0.17,7.00,52.61,38.86,60.19,-0.25,0.16,7.00,50.96,36.06,57.21,-0.25,0.16,7.00,50.00,36.67,55.71,-0.30,0.17,7.00,46.19,32.86,55.71,-0.36,0.15,7.00,43.33,31.43,52.38,-0.32,0.16,7.00,43.81,32.38,54.76,-0.16,0.18,7.00,50.00,37.62,58.57,-0.09,0.18,6.00,52.38,40.48,60.00,-0.06,0.20,6.00,51.90,40.48,61.43,0.13,0.18,7.00,58.96,49.53,66.04
Lao PDR,LAO,-0.72,0.34,2.00,28.49,4.84,50.54,-0.69,0.32,2.00,31.55,5.35,50.80,-0.70,0.35,2.00,31.91,5.32,52.66,-0.67,0.35,2.00,32.80,4.23,51.85,-0.87,0.27,3.00,22.22,5.29,41.27,-1.15,0.26,5.00,11.33,0.99,27.59,-1.32,0.22,7.00,6.83,0.00,18.05,-1.33,0.20,8.00,5.85,0.00,17.56,-1.28,0.20,8.00,6.80,0.49,18.45,-1.21,0.20,9.00,7.28,1.46,19.42,-1.25,0.18,10.00,5.74,0.96,18.18,-1.20,0.18,10.00,9.05,0.95,20.00,-1.19,0.18,10.00,9.95,0.95,18.96,-1.03,0.19,10.00,15.64,2.37,27.49,-0.94,0.17,11.00,18.48,9.48,29.38,-0.85,0.18,10.00,20.67,11.54,35.10,-0.94,0.17,9.00,17.14,10.00,29.52,-0.99,0.18,9.00,14.29,9.52,27.62,-0.97,0.17,9.00,15.71,10.00,28.10,-1.00,0.16,9.00,15.24,9.52,26.19,-1.08,0.17,9.00,12.86,8.10,24.76,-1.08,0.17,8.00,14.76,6.67,24.29,-1.05,0.19,8.00,15.24,6.19,25.71,-0.97,0.19,8.00,19.81,8.02,26.89
Lebanon,LBN,-0.66,0.26,4.00,31.18,13.98,49.46,-0.47,0.23,4.00,39.57,26.74,52.94,-0.47,0.25,4.00,41.49,23.40,54.79,-0.42,0.20,5.00,42.33,30.16,51.85,-0.61,0.21,5.00,34.39,16.93,47.62,-0.59,0.20,6.00,31.53,19.21,47.78,-0.53,0.20,6.00,37.56,20.49,50.24,-1.00,0.18,9.00,17.56,6.83,27.80,-0.94,0.18,9.00,18.93,6.80,30.10,-0.86,0.18,10.00,20.39,10.68,33.98,-0.87,0.18,11.00,21.05,10.05,33.49,-0.92,0.17,12.00,19.05,10.00,30.00,-0.90,0.16,13.00,19.43,11.85,28.44,-0.87,0.15,12.00,19.91,12.32,31.28,-0.92,0.14,12.00,19.43,11.37,28.91,-1.04,0.14,10.00,13.94,7.69,23.56,-0.90,0.14,11.00,19.05,11.90,29.52,-0.99,0.15,11.00,13.81,10.00,25.71,-1.03,0.13,11.00,14.76,10.00,21.43,-1.13,0.14,10.00,11.90,8.10,17.62,-1.17,0.15,11.00,11.90,7.14,17.14,-1.18,0.15,10.00,11.90,6.67,18.57,-1.25,0.17,9.00,10.48,4.29,18.10,-1.13,0.18,7.00,13.68,6.13,21.23
Liberia,LBR,-1.50,0.32,3.00,2.15,0.00,17.20,-1.54,0.31,3.00,0.00,0.00,16.04,-1.10,0.33,3.00,11.70,0.00,36.70,-1.03,0.31,3.00,12.70,0.00,37.04,-1.15,0.25,4.00,7.94,0.00,28.04,-1.33,0.22,6.00,6.90,0.00,17.73,-1.20,0.22,6.00,10.73,0.00,21.46,-0.72,0.22,7.00,27.32,14.63,41.46,-0.48,0.23,7.00,37.38,19.90,54.37,-0.79,0.20,10.00,22.82,11.65,37.86,-0.61,0.17,13.00,32.06,20.10,47.85,-0.57,0.17,13.00,33.33,20.95,47.62,-0.69,0.16,14.00,26.07,18.48,40.76,-0.61,0.14,16.00,32.70,22.27,44.08,-0.72,0.13,16.00,27.01,18.48,37.91,-0.78,0.14,14.00,24.52,15.38,35.10,-0.67,0.13,15.00,29.52,19.52,40.95,-0.74,0.14,14.00,26.19,14.76,35.71,-0.69,0.13,14.00,27.62,17.62,40.48,-0.87,0.13,14.00,18.57,12.86,28.10,-0.92,0.14,13.00,17.62,11.90,27.14,-0.91,0.14,13.00,20.00,12.38,27.14,-0.94,0.15,12.00,19.05,11.90,27.62,-0.93,0.15,12.00,20.28,12.26,26.42
Libya,LBY,-0.87,0.26,4.00,20.43,3.76,39.25,-0.91,0.23,4.00,24.06,3.74,35.83,-0.85,0.25,4.00,24.47,5.32,41.49,-0.94,0.21,4.00,21.69,3.17,34.39,-0.89,0.21,5.00,20.63,5.82,37.04,-0.92,0.21,6.00,19.70,8.37,32.51,-0.97,0.20,6.00,17.56,7.80,31.22,-1.09,0.22,6.00,14.15,2.93,26.34,-1.05,0.20,7.00,14.56,3.88,27.67,-0.98,0.19,7.00,17.96,4.37,30.58,-1.21,0.18,8.00,8.61,0.96,19.14,-1.26,0.18,8.00,5.71,0.95,16.67,-1.23,0.18,7.00,7.58,0.95,18.96,-1.32,0.16,10.00,3.32,0.00,15.17,-1.44,0.16,11.00,1.42,0.00,10.90,-1.52,0.16,10.00,2.88,0.00,8.17,-1.58,0.17,8.00,0.95,0.00,7.62,-1.58,0.17,7.00,2.86,0.00,9.05,-1.56,0.15,7.00,3.33,0.00,9.05,-1.53,0.17,8.00,3.33,0.00,9.52,-1.58,0.18,8.00,2.38,0.00,9.52,-1.58,0.18,7.00,2.86,0.00,10.00,-1.58,0.20,7.00,3.81,0.00,10.00,-1.53,0.20,7.00,3.77,0.00,11.32
St. Lucia,LCA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.28,0.37,2.00,62.56,44.33,79.31,1.22,0.29,3.00,84.39,74.63,92.68,1.15,0.32,3.00,84.39,73.17,91.71,1.17,0.32,3.00,84.95,73.30,91.75,1.31,0.34,2.00,87.86,73.79,93.69,1.33,0.35,2.00,88.52,73.21,94.26,1.29,0.34,2.00,85.24,72.86,93.33,1.30,0.34,2.00,88.15,72.51,94.31,1.05,0.30,3.00,80.57,71.09,91.00,1.08,0.31,3.00,81.04,70.14,90.52,0.49,0.32,3.00,68.75,55.29,80.29,0.62,0.23,4.00,71.43,61.90,80.95,0.64,0.23,4.00,71.43,61.90,80.00,0.58,0.23,3.00,70.48,60.95,80.95,0.56,0.23,3.00,70.48,60.00,80.48,0.56,0.23,3.00,69.52,59.05,80.00,0.54,0.23,3.00,68.57,59.05,80.48,0.56,0.24,3.00,69.05,59.05,80.48,0.58,0.25,3.00,70.75,59.91,81.13
Liechtenstein,LIE,1.32,0.48,1.00,87.10,72.04,96.77,1.33,0.45,1.00,89.30,72.19,96.79,1.31,0.46,1.00,88.30,70.21,95.21,1.31,0.43,1.00,87.83,73.02,95.24,1.33,0.40,1.00,88.36,74.07,94.71,1.35,0.39,1.00,89.66,73.89,96.06,1.27,0.34,1.00,88.29,72.68,93.17,1.25,0.42,1.00,88.29,72.20,94.63,1.09,0.38,2.00,83.50,71.84,91.75,1.18,0.37,2.00,83.01,73.30,93.20,1.68,0.28,3.00,92.34,84.21,97.61,1.84,0.29,2.00,93.81,88.57,99.05,1.80,0.30,2.00,93.84,88.15,99.05,1.79,0.31,2.00,93.84,87.20,99.05,1.83,0.31,2.00,94.79,88.15,99.53,2.08,0.31,2.00,97.12,91.35,100.00,2.01,0.29,2.00,96.19,91.43,100.00,1.98,0.31,2.00,96.67,90.00,100.00,2.00,0.28,2.00,97.14,91.43,100.00,1.96,0.28,2.00,96.19,90.00,100.00,1.92,0.28,2.00,96.19,89.52,100.00,1.96,0.26,2.00,95.71,90.95,100.00,1.67,0.31,2.00,93.81,83.81,99.05,1.71,0.32,2.00,94.81,83.96,99.06
Sri Lanka,LKA,-0.06,0.26,4.00,54.30,37.10,65.05,-0.08,0.23,4.00,53.48,40.11,62.57,-0.20,0.22,5.00,50.00,36.70,60.64,-0.22,0.20,5.00,50.26,37.04,58.73,-0.27,0.19,7.00,47.62,35.45,58.73,-0.17,0.18,8.00,50.74,35.96,58.62,-0.34,0.17,10.00,46.83,32.20,54.63,-0.19,0.16,12.00,51.22,39.02,58.54,-0.15,0.16,13.00,52.91,39.32,59.22,-0.22,0.16,13.00,50.49,37.86,58.74,-0.40,0.16,13.00,42.58,28.71,54.07,-0.42,0.16,13.00,41.90,28.10,53.33,-0.40,0.16,13.00,42.65,27.49,54.03,-0.24,0.14,14.00,50.24,38.86,58.77,-0.22,0.14,14.00,52.13,39.81,58.29,-0.35,0.14,13.00,45.67,34.62,54.33,-0.38,0.14,13.00,43.33,32.38,52.38,-0.34,0.15,12.00,44.29,32.38,53.33,-0.49,0.13,12.00,39.52,26.19,46.19,-0.35,0.14,10.00,42.38,32.38,52.86,-0.30,0.15,10.00,44.29,32.86,52.86,-0.33,0.15,9.00,43.81,30.95,52.38,-0.36,0.17,9.00,42.86,29.05,50.48,-0.38,0.16,10.00,40.09,27.36,50.47
